record_id,flood_indicator,country_code,week,temperature_celsius,pm25_ugm3,region,gdp_per_capita_usd,month,precipitation_mm,mental_health_index,year,longitude,food_security_index,latitude,healthcare_access_index,drought_indicator,income_level,extreme_weather_events,heat_wave_days,date,country_name,population_millions,air_quality_index,temp_anomaly_celsius,health_risk_class
11109,,THA,3.0,18.51,11.0,Southeast Asia,15230.0,1.0,,73.8,2017.0,100.99,94.4,,64.5,0.0,Upper-Middle,0.0,0.0,22-Jan-2017,Thailand,70.0,3.0,-0.12,1
11110,0.0,NGA,W47,13.27,,,2707.0,11.0,51.9,56.8,2020.0,8.67,91.2,9.08,36.9,0.0,Lower-Middle,0.0,,"November 22, 2020	",Nigeria,206.0,,1.26,1
11111,0.0,ITA,,-0.34,55.3,Europe,43031.0,1.0,100.7,65.4,2017.0,12.56,,41.87,,0.0,High,0.0,0.0,"January 15, 2017",Italy,60.0,77.0,0.61,0
11112,0.0,ITA,48.0,-1.42,40.0,Europe,49572.0,12.0,76.3,,2024.0,12.56,,41.87,,0.0,High,0.0,0.0,12-01-2024,Itly,60.0,46.0,0.31,0
11113,0.0,FRA,3.0,1.95,31.1,Europe,71958.0,1.0,54.6,64.0,,2.21,96.1,46.22,,,High,,0.0,19.01.2025,France,65.0,44.0,0.49,1
11114,0.0,IND,47.0,10.54,118.4,South Asia	,2955.0,11.0,,78.3,  2024.0,78.96,99.5,20.59,51.8,0.0,Lower-Middle,0.0,0.0,20241124,India,,179.0,-0.04,1
11115,0.0,KEN,43.0,14.65  ,80.9,Africa,2325.0,10.0,58.5,68.4,2019.0,37.9,92.3,-0.02,45.5,,Lower-Middle,0.0,0.0,"October 27, 2019",Kenya,54.0,118.0,0.04,2
11116,0.0,ESP,,,41.5,Europe,55048.0,5.0,62.6,62.7,2017.0,,98.3,40.46,76.0,0.0,High,1.0,1.0,28/05/2017,Spain,47.0,67.0,-0.15,1
11117,No,ESP,23.0,3.88,43.9,Europe,62487.0,6.0,98.8,73.3,2024.0,-3.74,93.4,40.46,80.0,0.0,HIGH,0.0,0.0,2024-06-09,Spain,47.0,68.0,0.19,1
11118,0.0,FRA,37.0,,75.7,Europe,70361.0,9.0,7.8,,2023.0,2.21,,46.22,86.9,0.0,High  ,0.0,0.0,17/09/2023,France,65.0,,0.07,0
11119,0.0,BRA,18.0,,0.0,South America,,5.0,127.9,75.2,2021.0,-51.92,97.4,-14.23,64.4,0.0,UPPER-MIDDLE,0.0,0.0,"May 09, 2021",brazil,213.0,-12.0,0.82,2
11120,0.0,  VNM  ,8.0,22.57,98.9,Southeast Asia,3710.0,2.0,80.6,66.1,2020.0,108.27,84.9,14.05,52.2,,Lower-Middle,0.0,0.0,2020-02-23,Vietnam,98.0,152.0,-0.41,3
11121,0.0,BGD,14.0,63.392,88.8,Souah Asia,1573.0,4.0,70.9,70.6,2015.0,90.35,89.6,23.68,39.9,0.0,Lower-Middle,1.0,1.0,04-05-2015,Bangladesh,165.0,,0.07,2
11122,0.0,PHL,40.0,6.21,76.3,Southeast Asia,3437.0,10.0,39.7,71.3,2024.0,121.77,,12.87,35.4,0.0,Lower-Middle,0.0,0.0,2020-13-45,Philippines,110.0,113.0,0.17,2
11123,0.0,IDN,32.0,67.676,,Southeast Asia,2995.0,,27.9,,2025.0,113.92,91.2,-0.78,49.4,0.0,LOWER-MIDDLE,,0.0,2025/08/10,Indonesia,,200.0,-0.77,2
11124,0.0,U.S.A,18.0,9.83,0.0,North America,69132.0,5.0,4.484251968503938,65.3,2019.0,-95.71,100.0,37.09,84.8,0.0,Rich,2.0,2.0,05.05.2019,United States,331.0,3.0,0.6,3
11125,0.0,IND,32.0,8.21,121.6,Indian Subcontinent,2894.0,8.0,79.2,66.6,,78.96,,20.59,48.2,0.0,Lower-Middle,0.0,0.0,20230813,India,1380.0,,-0.17,2
11126,0.0,  BRA,29.0,18.96,88.4,South America,14514.0,7.0,,69.0,2019.0,-51.92,89.0,-14.23,66.2,0.0,Upper-Middle,0.0,0.0,21/07/2019,Brazil,213.0,134.0,-0.2,0
11127,0.0,THA,20.0,21.68,,Southeast Asia,17667.0,5.0,116.9,67.7,2025.0,100.99,91.6,15.87,57.7,0.0,Upper-Middle,1.0,1.0,2025/05/18,Thailand  ,70.0,,-0.24,2
11128,FALSE,AUS,19.0,14.76,44.0,Oceania,46083.0,5.0,108.2,73.0,2018.0,133.77,,-25.27,,,High,0.0,0.0,  05-13-2018,Australia,26.0,67.0,0.21,2
11129,0.0,CAN,9.0,,36.7,NA,38050.0,3.0,143.9,70.3,2015.0,,100.0,56.13,86.1,,High,1.0,1.0,20150301,CANADA,38.0,,0.6,2
11130,0.0,BRAZIL,18.0,23.41,,South America,15799.0,5.0,121.8,68.1,2024.0,449.6856759755798,98.2,-14.23,,0.0,UPPER-MIDDLE,2.0,2.0,739011,Brazil,213.0,56.0,0.74,3
11131,0.0,IND,29.0,8.66,85.6,South Asia,2594.0,,60.3,61.5,2017.0,78.96,94.4,20.59,51.4,0.0,Lower-Middle,0.0,,"July 23, 2017",India,1380.0,,-0.37,1
11132,0.0,IND,,,138.2,South Asia,2996.0,9.0,62.9,67.1,2025.0,78.96,90.3,20.59,45.1,0.0,Lower-Middle,0.0,,"September 28, 2025",India,1380.0,207.0,-0.27,2
11133,0.0,PAK,47.0,-1.22,131.7,,3840.0,11.0,0.0,,2015.0,69.34,,30.37,51.5,0.0,Lower Middle,0.0,0.0,735924,Pakistan,225.0,208.0,-0.36,2
11134,0.0,  THA  ,25.0,,60.6,Southeast Asia,16229.0,6.0,128.9,71.0,2020.0,,93.2,15.87,59.2,0.0,UM,0.0,0.0,20200621,Thailand,70.0,79.0,0.11,3
11135,0.0,AUS,,5.99,35.1,Oceania,43711.0,8.0,,,2015.0,133.77,,-25.27,81.6,0.0,High,0.0,0.0,2015/08/30,Australia,26.0,60.0,-0.38,0
11136,0.0,BGD,7.0,15.2,,  South Asia,1567.0,2.0,103.9,,2015.0,90.35,84.5,,,0.0,Emerging,0.0,0.0,2015/02/15,Bangladesh,165.0,125.0,0.73,3
11137,0.0,BRA,34.0,7.01,,South America,13739.0,8.0,63.9,71.6,2016.0,-51.92,,,66.3,0.0,,0.0,0.0,20160828,Brasil,213.0,62.0,,2
11138,0.0,ITA,52.0,2.07,69.9,Europe,49572.0,12.0,97.3,63.9,2024.0,12.56,,41.87,,0.0,High,0.0,0.0,12-29-2024,Italy,60.0,123.0,0.53,1
11139,0.0,NGA,13.0,29.93,,,,4.0,132.2,,2022.0	,8.67,81.3,9.08,,No,Lower-Middle,,0.0,03/04/2022,Nigeria,206.0,155.0,,3
11140,N,PAK,,,,South Asia,4079.0,1.0,39.9,66.7,2019.0,69.34,,30.37,52.3,0.0,Lower-Middle,0.0,0.0,737086,Pakistan,225.0,134.0,0.91,2
11141,0.0,PAK,12.0,14.87,110.6,South Asia,4167.0,3.0,95.0,,2020.0,69.34,96.6,30.37,,0.0,Lower-Middle,0.0,0.0,22.03.2020,Pakistan,225.0,160.0,0.42,2
11142,,JPN,1.0,,33.5,,,1.0,35.5,,2017.0,,99.3,36.2,,0.0,High  ,0.0,0.0,08.01.2017,Japan,126.0,45.0,-0.14,0
11143,0.0,IND,4.0,63.122,147.8,south asia,2914.0,1.0,90.3,75.0,2024.0,78.96,,20.59,,0.0,Lower-Middle,0.0,0.0,28/01/2024,india,1380.0,211.0,1.24,1
11144,,ESP,W36,-7.98,20.0,  Europe,58549.0,9.0,77.0,70.0,2020.0,-3.74,100.0,40.46,74.9,,  High,0.0,0.0,06/09/2020,Spain,47.0,10.0,0.01,1
11145,0.0,PHL,23.0,  17.26,,Southeast Asia	,3246.0,6.0,112.8,73.8,,121.77,73.0,12.87,,0.0,Lower-Middle,0.0,0.0,06-13-2021,Philippines,110.0,121.0,0.23,2
11146,0.0,COL,12.0,86.252,4.3,South America,10175.0,3.0,103.5,70.5,2024.0,-74.29,92.2,4.57,68.3,0.0,UPPER-MIDDLE,1.0,,20240324	,Colombia,51.0,7.0,0.83,3
11147,,EGY,46.0,4.43,151.1,Africa,3847.0,11.0,28.9,,2015.0,,88.8,,40.9,0.0,  Lower-Middle,0.0,0.0,15-Nov-2015,Egypt,102.0,226.0,0.39,3
11148,0.0,NGA,28.0,19.2,99.4,Africa,2788.0,7.0,19.2,,2022.0,8.67,,,37.0,0.0,Lower-Middle,0.0,0.0,17/07/2022  ,Nigeria,,149.0,0.37,1
11149,0.0,ESP,8.0,,33.6,Europe,58987.0,2.0,73.9,,2021.0,-3.74,90.6,40.46,76.5,0.0,High,1.0,1.0,28/02/2021,Spain,47.0,,0.5,2
11150,0.0,DE,,-1.52,  76.9,Europe,68613.0,1.0,57.6,67.6,2018.0,10.45,100.0,51.16,,0.0,High,0.0,0.0,736715,Germany,,131.0,0.52,1
11151,0.0,NGA,31.0,12.86,29.1,,2695.0,8.0,51.8,65.1,,8.67,,9.08,39.0,0.0,Lower-Middle,0.0,0.0,"August 02, 2020",Nigeria,206.0,,0.89,1
11152,N,aus,4.0,10.7,32.5,Oceania,44070.0,1.0,65.4,75.4,2016.0,133.77,96.0,-25.27,,0.0,High,0.0,0.0,2016-01-31,Austarlia,26.0,42.0,0.4,0
11153,0.0,BRAZIL,50.0,  16.76  ,49.6,,15689.0,12.0,111.2,75.5,2023.0,-51.92,96.8,-14.23,,0.0,Upper-Middle,0.0,0.0,20231217,brazil,,70.0,0.4,1
11154,0.0,ZAF,38.0,-1.18,43.6,Africa,8972.0,9.0,29.4,,2016.0,22.93,,-30.55,72.2,1.0,,1.0,,2016/09/25,South Africa,60.0,55.0,-0.23,0
11155,0.0,MEX,,4.23,27.3,NA,15970.0,8.0,57.7,63.7,2019.0,-102.55,,23.63,64.5,0.0,Upper-Middle,0.0,0.0,2019-08-18,Mexico,129.0,41.0,0.49,1
11156,0.0,GBR,20.0,,76.6,Europe,58104.0,5.0,,70.9,2015.0,-3.43,,55.37,93.9,0.0,High,0.0,0.0,"May 17, 2015",United Kingdom,67.0,127.0,-0.69,2
11157,0.0,CHN,40.0,-3.23,68.5,East Asia,12919.0,10.0,82.6,77.1,2020.0,104.19,,35.86,,0.0,Upper-Middle,0.0,0.0,04-Oct-2020,PRC,1411.0,,-0.22,1
11158,No,PHL,19.0,26.47,100.8,Southeast Asia,2896.0,5.0,146.2,68.5,2015.0,121.77,92.2,12.87,,0.0,Lower-Middle,0.0,0.0,10-May-2015,Philippines,110.0,148.0,-0.48,3
11159,0.0,NGA,4.0,18.8,110.7,Africa,2667.0,1.0,103.2,72.7,2020.0,8.67,82.4,9.08,39.4,0.0,LOWER-MIDDLE,0.0,0.0,26.01.2020,Nigeria,206.0,174.0,-0.36,1
11160,,BGD,33.0,4.78,75.8,South Asia,1646.0,8.0,3.3740157480314963,63.9,2017.0,90.35,87.1,23.68,,0.0,Lower-Middle,0.0,0.0,2017/08/20,Bangladesh,165.0,84.0,,1
11161,0.0,VNM,,20.72,78.3,South East Asia,3391.0,5.0,186.3,72.8,2015.0,108.27,98.4,14.05,,0.0,Lower-Middle,0.0,0.0,17/05/2015,Vietnam,98.0,,,3
11162,FALSE,PHL,,24.92,127.2,Southeast Asia,3241.0,5.0,78.3,,2021.0,121.77,87.5,12.87,38.9,False,Lower Middle,0.0,0.0,05-02-2021,Philippines  ,110.0,192.0,0.22,3
11163,0.0,COL,21.0,22.71,33.0,SA,9860.0,5.0,169.8,,2022.0,-74.29,92.9,4.57,72.9,0.0,Upper-Middle,0.0,0.0,29-May-2022,Colombia,51.0,54.0,0.21,2
11164,0.0,USA,31.0,-1.67,35.1,North America,74532.0,8.0,16.7,78.8,2023.0,-95.71,100.0,37.09,87.1,no,High,0.0,0.0,06/08/2023,United States,331.0,64.0,0.94,1
11165,0.0,  PHL,17.0,21.26,73.4,Southeast Asia,3006.0,4.0,79.3,71.7,2017.0,121.77,91.0,12.87,39.3,0.0,Lower-Middle,0.0,0.0,20170430,Philippines,110.0,130.0,0.11,3
11166,0.0,ZAF,35.0,,46.0,Africa,10185.0,9.0,51.4,76.5,2023.0,22.93,97.8,-30.55,73.4,0.0,Upper-Middle,,0.0,"September 03, 2023",RSA,60.0,60.0,0.08,0
11167,0.0,KEN,42.0,20.51,,Africa,2410.0,10.0,56.7,74.8,,37.9,,,47.7,0.0,Lower-Middle,0.0,0.0,20211024,Kenea,54.0,,0.34,2
11168,0.0,THA,40.0,5.85,42.6,Southeast Asia,14865.0,10.0,48.0,78.3,2015.0,100.99,,172.4792891268507,58.6,0,Upper-Middle,0.0,0.0,20151004,Thailand,70.0,55.0,-0.25,1
11169,0.0,JPN,30.0,-0.96,107.0,East Asia,72503.0,8.0,79.6,,2021.0,138.25,,36.2,85.9,0.0,HIGH,0.0,0.0,01-Aug-2021,  JAPAN  ,,144.0,0.27,1
11170,0.0,PAK,22.0,,42.1,South Asia,3802.0,5.0,157.5,70.6,,69.34,,30.37,50.6,0.0,Lower-Middle,0.0,0.0,31.05.2015,Pakistan,225.0,68.0,0.89,1
11171,0.0,EGY,41.0,0.08,81.8,Africa,3916.0,10.0,,75.5,2016.0,30.8,,26.82,37.3,0.0,Emerging,0.0,0.0,N/A,Egypt,102.0,122.0,0.0,1
11172,0.0,MEX,23.0,,0.0,North America,15045.0,6.0,103.9,73.1,2016.0,-102.55,,23.63,,0.0,Upper-Middle,0.0,0.0,20160612,México,129.0,-2.0,0.12,1
11173,0.0,ARG,4.0,7.1,99.3,South America,13011.0,1.0,35.3,,2050,-63.61,94.1,-38.41,,0.0,Upper-Middle,,0.0,25/01/2015,Argentina,45.0,146.0,0.4,3
11174,0.0,IDN,6.0,30.93,104.0,South East Asia,2970.0,2.0,97.6,,2025.0,113.92,77.8,-0.78,,False,Lower-Middle,1.0,1.0,739291,Indonesia,274.0,154.0,0.62,3
11175,0.0,ZAF,3.0,8.96,52.9,Africa,10243.0,1.0,109.3,75.4,2024.0,22.93,100.0,-30.55,76.2,0.0,upper-middle,0.0,,21-Jan-2024,South Africa,60.0,95.0,-0.23,1
11176,0.0,MEX,48.0,46.328,  55.4,North America,14874.0,11.0,77.0,,2015.0,-102.55,,,63.4,0.0,Upper-Middle,0.0,0.0,2015-11-29,Mexico,129.0,77.0,-0.26,1
11177,0.0,KEN,26.0,,122.9,Africa,2353.0,6.0,94.3,74.7,2020.0,37.9,82.5,-0.02,47.1,0.0,Lower-Middle,0.0,0.0,2020-06-28,Kenya,54.0,,-0.96,2
11178,0.0,NGA,48.0,16.37,87.6,Africa,2614.0,12.0,95.8,66.8,2018.0,8.67,86.4,9.08,38.5,0.0,Lower-Middle,0.0,0.0,2018/12/02,Nigeria	,206.0,112.0,0.91,1
11179,0.0,USA,23.0,9.14,49.7,North America,-87.95678958946371,6.0,84.1,79.1,2015.0,-95.71,100.0,37.09,77.1,0.0,High,1.0,1.0,07.06.2015,United States,331.0,,-0.21,2
11180,0.0,BRA,9.0,,36.8,South America,15223.0,3.0,149.7,66.6,,-51.92,88.2,-14.23,65.4,0.0,Upper-Middle,2.0,2.0,06-Mar-2022,Brazil,213.0,57.0,-0.24,3
11181,0.0,CHN,,6.63,21.6,East Asia,13902.0,1.0,,,2025.0,104.19,93.0,35.86,,0.0,UM,0.0,0.0,"January 26, 2025",China,1411.0,56.0,-0.69,0
11182,0.0,EGY,17.0,,68.4,Africa,4407.0,4.0,,69.0,2023.0,30.8,93.6,26.82,,0.0,Lower-Middle,0.0,0.0,2023/04/30,Egypt,102.0,102.0,0.15,3
11183,0.0,EGY,38.0,-0.14,129.7,,4137.0,9.0,53.4,67.9,2019.0,30.8,,26.82,,,Lower-Middle,0.0,0.0,2019-09-22,Egypt,102.0,180.0,-0.13,2
11184,0.0,ITA,11.0,12.47,86.7,europe,44821.0,3.0,93.7,63.4,2019.0,12.56,100.0,41.87,,0.0,High,,0.0,03-17-2019,Itmaly,60.0,139.0,-0.72,3
11185,0.0,CHN,40.0,-2.08,26.5,E. Asia,12687.0,10.0,,67.5,2019.0,104.19,100.0,35.86,,0.0,upper-middle,0.0,0.0,"October 06, 2019",China,1411.0,48.0,0.47,1
11186,0.0,BRA,33.0,11.95,40.6,South America,13473.0,8.0,21.2,78.4,2015.0,-51.92,,-14.23,,0.0,Upper-Middle,0.0,0.0,20150816,Brazil	,213.0,47.0,0.82,0
11187,0.0,ESP,,-4.36,76.6,Europe,62750.0,9.0,0.0,,,-3.74,77.0,40.46,74.4,1.0,high,1.0,0.0,2024/09/29,Spain,,123.0,-0.01,0
11188,,JP,5.0,  62.302220044481835  ,40.5,East Asia,73143.0,2.0,127.7,69.0,2022.0,138.25,100.0,36.2,81.0,0.0,HIGH,0.0,0.0,2022-02-06,Japan,126.0,54.0,0.52,1
11189,0.0,ESP,52.0,-4.59,44.5,  Europe,59949.0,,47.3,71.0,2022.0,-3.74,95.3,40.46,72.0,0.0,High,0.0,0.0,"January 02, 2022",Spain,47.0,65.0,0.88,2
11190,0.0,EGY,36.0,-2.31,101.8  ,African Continent,4061.0,9.0,60.7,,2050,30.8,91.2,26.82,39.9,0.0,Lower-Middle,,0.0,736946,Egypt,102.0,160.0,1.38,2
11191,0.0,GBR,27.0,-9.77,57.7	,Europe,62906.0,7.0,111.4,61.6,2019.0,372.49410958081023,96.4,55.37,92.6,False,H,0.0,0.0,07/07/2019,Britain,67.0,89.0,-0.06,0
11192,0.0,GBR,30.0,-11.69,71.8,Europe,60601.0,7.0,53.9,,2017.0,-3.43,,55.37,92.1,0.0,High,0.0,0.0,2017-07-30,United Kingdom,67.0,101.0,0.1,0
11193,,CAN,38.0,-16.22,130.3,Northern America,39185.0,9.0,49.6,76.3,2016.0,-106.34,,,81.6,0.0,H,0.0,0.0,2016/09/25,CANADA,38.0,192.0,0.69,1
11194,0.0,  EGY  ,15.0,16.44,161.4,Africa,3803.0,4.0,100.0,,2015.0,30.8,85.2,26.82,40.4,0.0,Lower-Middle,0.0,0.0,  12/04/2015  ,Egypt,102.0,229.0,-0.68,2
11195,0.0,MEX,55,17.2,27.6,North America,16724.0,3.0,169.5,68.7,20I5,-102.55,,23.63,,0.0,UM,1.0,1.0,13.03.2022,Mexico,129.0,52.0,0.2,3
11196,0.0,FRA,47.0,-8.35,72.2,Europe,60979.0,11.0,28.8,,2015.0,2.21,100.0,46.22,81.4,0.0,High,0.0,0.0,22/11/2015,France,65.0,,1.21,1
11197,0.0,JPN,49.0,,81.1,East Asia,67812.0,12.0,93.2,75.6,2017.0,138.25,100.0,36.2,85.4,0.0,High,0.0,0.0,20171210,Japan,126.0,,0.14,2
11198,0.0,IDN,27.0,25.37,119.3,ASEAN,2695.0,7.0,36.3,72.3,2019.0,113.92,90.6,-0.78,41.0,,Lower-Middle,0.0,0.0,737247,Indonesia,274.0,167.0,-0.14,2
11199,0.0,ITA,5.0,3.92,-13.044757768446829,Europe,42274.0,2.0,90.0,63.9,2016.0,12.56,100.0,,,0.0,High,0.0,0.0,02-07-2016,Italy,60.0,,-0.04,1
11200,0.0,ZAF,15.0,17.3,81.7,Sub-Saharan Africa,10460.0,4.0,113.6,72.4,2025.0,22.93,93.6,-30.55,,0.0,Upper-Middle,0.0,0.0,13-Apr-2025,Republic of South Africa,60.0,,1.25,3
11201,0.0,ARG,25.0,,n/a,Soulh America,,6.0,75.6,,2022.0,-63.61,98.2,-38.41,64.9,0.0,Upper-Middle,0.0,0.0,2022-06-26,Argenticna,45.0,57.0,0.26,2
11202,0.0,THA,6.0,67.244,18.9,Southeast Asia,16424.0,2.0,98.0,78.3,2021.0,100.99,93.0,15.87,67.7,N,Upper-Middle,0.0,0.0,14/02/2021,Thailand,70.0,12.0,0.11,2
11203,0.0,EGY,16.0,,70.7,Africa,4256.0,,172.8,72.1,2021.0,30.8,,,40.1,0.0,Lower-Middle,1.0,1.0,2021-04-25,Egypt,102.0,,0.26,2
11204,0.0,CAN,50.0,-14.34,,North America,43161.0,12.0,,62.9,2021.0,-106.34,94.2,56.13,86.5,0.0,High,0.0,0.0,738143,Canada,38.0,70.0,-0.18,0
11205,0.0,IND,30.0,,114.3,South Asia,2544.0,7.0,68.3,67.7,2016.0,78.96,89.3,20.59,50.7,0.0,Lower-Middle,0.0,0.0,20160731,India,1380.0,,,2
11206,0.0,MEX,21.0,16.47,37.5,North America,15605.0,5.0,81.6,,2018.0,-102.55,87.9,23.63,62.9,0.0,Upper-Middle,,0.0,"May 27, 2018",Mexico,129.0,33.0,-0.39,2
11207,0.0,PAK,39.0,-0.09,115.4,South Asia,4053.0,9.0,49.3,,2018.0,69.34,89.9,30.37,52.2,0.0,Lower-Middle,0.0,0.0,2018/09/30,Pakistan,225.0,164.0,1.24,2
11208,0.0,COL,39.0,,31.3,South America,9073.0,10.0,36.3,73.8,2017.0,-74.29,100.0,4.57,71.8,0.0,Upper-Middle,0.0,0.0,01.10.2017,  Colombia,,39.0,-0.37,0
11209,0.0,COL,28.0,20.95,7.2,South America,10404.0,7.0,54.4,87.6,,-74.29,97.3,4.57,70.9,0.0,Upper-Middle,0.0,0.0,739445,Colombia,51.0,11.0,0.37,0
11210,0.0,IDN,32.0,19.5,,Southeast Asia,2847.0,8.0,46.7,70.9,2022.0,113.92,,-0.78,46.8,0.0,Emerging  ,0.0,0.0,14-Aug-2022  ,INDONESIA,274.0,133.0,-0.01,2
11211,0.0,ITA,10.0,6.99,68.7,Western Europe,49778.0,3.0,143.8,,2025.0,12.56,97.3,41.87,87.4,0.0,  High  ,0.0,0.0,"March 09, 2025",Italy,,94.0,-0.16,1
11212,0.0,PAK,52.0,5.94,72.7,South Asia,4305.0,1.0,141.8,66.5,20l8,69.34,,30.37,54.5,0.0,Lower-Middle,0.0,0.0,2022-01-02,Pakistan,225.0,120.0,-0.02,0
11213,0.0,ITA,49.0,-1.12,24.0,EU,48745.0,12.0,57.9,60.0,2023.0,12.56,,41.87,86.7,0.0,High,0.0,0.0,2023-12-10,Italy,60.0,14.0,1.13,0
11214,0.0,ARG,W40,,67.4,South America,14505.0,10.0,0.0,74.7,,-63.61,90.7,-38.41,58.8,0.0,Upper-Middle,0.0,0.0,2020-10-04,Argentina,45.0,93.0,-0.14,2
11215,0.0,FRA,50.0,-5.14,55.6,Europe,,12.0,22.0,65.0,2021.0,2.21,,46.22,89.2,0.0,High,0.0,0.0,"December 19, 2021",French Republic,65.0,95.0,-0.6,0
11216,0.0,ITA,21.0,4.46,0.0,Europe,41654.0,5.0,90.2,71.1,2015.0,12.56,100.0,41.87,89.8,No,high,0.0,0.0,20150524,Italy,,10.0,-0.09,1
11217,0.0,PHL,,,87.6,Southeast Asia,3174.0,3.0,137.3,,2020.0,121.77,96.3,12.87,40.3,0.0,Lower-Middle,0.0,0.0,08.03.2020,Philippines,,127.0,-0.31,3
11218,0.0,AUS,5.0,13.46,70.0,OCEANIA,47593.0,2.0,89.0,73.7,2020.0,133.77,94.8,-25.27,79.3,0.0,High,0.0,,2020-02-02,Australia,26.0,120.0,0.64,1
11219,0.0,PHL,33.0,  10.83  ,119.4,SE Asia,3083.0,8.0,43.4,73.1,2018.0,,84.1,12.87,,0.0,Lower-Middle,0.0,0.0,20180819,Philippines,110.0,217.0,0.03,2
11220,0.0,IDN,3.0,,89.2,Southeast Asia,2719.0,1.0,105.9,72.9,2020.0,113.92,93.8,-0.78,,0.0,Lower-Middle,0.0,0.0,737443,Republic of Indonesia,274.0,142.0,0.15,3
11221,0.0,BRA,51.0,16.04,18.6,South America,15689.0,12.0,,66.3,,-51.92,98.5,-14.23,,0.0,Upper-Middle,0.0,,2023-12-24,Brazil,213.0,12.0,0.51,1
11222,0.0,IND,17.0,18.91	,122.6,South Asia,2581.0,4.0,119.6,68.7,2017.0,78.96,84.6,20.59,52.4,0.0,Lower-Middle,1.0,1.0,30.04.2017,India,1380.0,188.0,0.29,2
11223,0.0,  NGA,49.0	,,89.9,africa,2614.0,12.0,57.9,,2018.0,8.67,78.9,9.08,37.5,0.0,Lower-Middle,0.0,0.0,09.12.2018,Nigeria,206.0,107.0,0.41,1
11224,FALSE,ITA,53.0,-2.69,NA,Europe,46336.0,1.0,117.2,65.3,2021.0,12.56,100.0,41.87,88.7,N,High,0.0,0.0,01-03-2021,Italy,60.0,94.0,0.1,1
11225,0.0,IDN,47.0,19.11,,SE Asia,2810.0,11.0,25.7,69.4,2021.0,113.92,,-0.78,50.4,0,Lower-Middle,0.0,0.0,28.11.2021,Indonesia,274.0,243.0,,2
11226,0.0,MEX,11.0,21.86,56.5,north america,,3.0,133.7,70.8,2016.0,-102.55,100.0,23.63,64.2,0.0,Upper-Middle,1.0,1.0,2020-13-45,México,129.0,87.0,0.21,3
11227,FALSE,FRA,12.0,,68.6,Europe,69762.0,3.0,,72.3,2023.0,2.21,,46.22,84.0,0.0,H,0.0,0.0,20230326,France,65.0,101.0,-0.18,2
11228,0.0,KEN,46.0,18.44,96.6,Africa,2371.0,11.0,26.1,62.3,2020.0,37.9,79.8,-0.02,,1.0,Lower Middle,1.0,0.0,11-15-2020,Kenya,,151.0,-0.19,1
11229,1.0,FRA,19.0,3.09,0.6	,,61578.0,5.0,151.5,61.3,2016.0,2.21,94.0,46.22,,0.0,  High,1.0,0.0,15/05/2016,France,,-20.0,0.86,3
11230,0.0,KEN,40.0,#VALUE!,160.5,Africa,2240.0,10.0,93.3,,2017.0,37.9,86.2,-0.02,45.5,0.0,Lower-Middle,0.0,0.0,  736610  ,Kenya,54.0,233.0,0.37,2
11231,0,ESP,10.0,5.8,26.1,EU,58024.0,3.0,113.6,67.3,2020.0,-3.74,98.7,40.46,,0.0,High,0.0,0.0,08/03/2020,Spain,,,-0.55,1
11232,no,PAK,,5.18,82.8,South Asia,4116.0,7.0,64.5,66.4,2019.0,69.34,,30.37,52.2,0.0,Lower-Middle,0.0,0.0,2019/07/21,Pakistan,225.0,134.0,0.03,2
11233,0.0,PHL,14.0,,107.4,Southeast Asia,3064.0,4.0,150.4,,,121.77,89.3,12.87,40.6,0.0,Lower-Middle,0.0,0.0,2018/04/08,Philippines,110.0,164.0,-1.09,3
11234,FALSE,ESP,47.0,-3.33,37.8,Europe,59774.0,11.0,88.3,71.5,2021.0,-3.74,,40.46,79.9,FALSE,High,0.0,0.0,"November 28, 2021",Smpain,47.0,70.0,-0.16,1
11235,0.0,USA,52.0,,30.4	,North America,76226.0,,54.1,77.1,2024.0,-95.71,100.0,37.09,,0.0,High,0.0,0.0,  2024/12/29  ,United States,331.0,48.0,-0.01,1
11236,0.0,EGY,46.0,2.39,87.0,AFRICA,4149.0,11.0,125.2,,2019.0	,30.8,95.7,,42.6,0.0,Lower-Middle,0.0,0.0,17.11.2019,Egypt,102.0,119.0,0.69,2
11237,0.0,VNM,34.0,null,167.8,SE Asia,3609.0,8.0,30.6,,2018.0,108.27,,14.05,41.6,,Lower-Middle,0.0,,2018-08-26,Vietnam,98.0,227.0,0.04,2
11238,0.0,GBR,36.0,,46.6,Europe,58488.0,9.0,83.8,73.2,2015.0,-3.43,98.3,55.37,95.3,0.0,High,0.0,0.0,"September 06, 2015",United Kingdom,67.0,68.0,0.09,0
11239,0.0,ARG,43.0,-3.93,50.6,South America,15544.0,10.0,51.9,71.8,2024.0,-63.61,92.7,-38.41,62.3,0.0,Upper-Middle,0.0,0.0,"October 27, 2024",Argentina,45.0,90.0,0.33,0
11240,0.0,ARG,2.0,,44.9,South  America,13011.0,1.0,97.9,,2015.0,-63.61,85.9,-38.41,,0.0,upper-middle,0.0,0.0,11/01/2015,Argentina,45.0,65.0,0.51,1
11241,0.0,IND,8.0,,139.6,South Asia,2672.0,2.0,132.6,,2019.0,78.96,94.5,20.59,48.7,0.0,Lower-Middle,0.0,0.0,  2019-02-24  ,India,1380.0,188.0,-0.02,2
